scraped_at,club_name,target_date,court_name,start_time,end_time,price,available
2026-08-31 18:07:50,Smart Padel Berlin,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 18:07:50,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 18:07:50,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 19:07:37,Padel Berlin Mitte,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 19:07:37,Smart Padel Berlin,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 19:07:37,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 19:07:37,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 20:07:35,Padel Berlin Mitte,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 20:07:35,Smart Padel Berlin,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 20:07:35,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 20:07:35,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 21:07:38,Padel Berlin Mitte,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 21:07:38,Smart Padel Berlin,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 21:07:38,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 21:07:38,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 22:07:24,Padel Berlin Mitte,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 22:07:24,Smart Padel Berlin,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 22:07:24,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 22:07:24,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 23:07:20,Padel Berlin Mitte,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 23:07:20,Smart Padel Berlin,2026-08-31,Court 1,10:00,11:30,32.0,True
2026-08-31 23:07:20,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-08-31 23:07:20,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 00:22:33,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 00:22:33,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 00:22:33,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 00:22:33,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 01:12:58,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 01:12:58,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 01:12:58,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 01:12:58,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 02:13:06,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 02:13:06,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 02:13:06,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 02:13:06,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 03:14:19,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 03:14:19,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 03:14:19,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 03:14:19,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 04:13:23,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 04:13:23,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 04:13:23,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 04:13:23,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 05:13:11,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 05:13:11,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 05:13:11,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 05:13:11,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 06:18:22,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 06:18:22,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 06:18:22,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 06:18:22,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 07:13:50,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 07:13:50,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 07:13:50,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 07:13:50,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 08:15:31,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 08:15:31,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 08:15:31,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 08:15:31,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 09:14:39,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 09:14:39,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 09:14:39,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 09:14:39,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 10:14:40,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 10:14:40,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 10:14:40,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 10:14:40,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 11:13:33,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 11:13:33,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 11:13:33,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 11:13:33,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 12:18:50,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 12:18:50,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 12:18:50,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 12:18:50,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 13:14:22,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 13:14:22,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 13:14:22,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 13:14:22,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 14:14:23,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 14:14:23,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 14:14:23,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 14:14:23,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 15:15:17,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 15:15:17,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 15:15:17,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 15:15:17,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 16:39:11,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 16:39:11,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 16:39:11,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 16:39:11,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 17:13:26,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 17:13:26,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 17:13:26,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 17:13:26,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 18:16:45,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 18:16:45,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 18:16:45,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 18:16:45,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 19:12:40,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 19:12:40,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 19:12:40,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 19:12:40,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 20:14:01,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 20:14:01,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 20:14:01,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 20:14:01,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 21:13:37,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 21:13:37,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 21:13:37,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 21:13:37,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 22:12:41,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 22:12:41,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 22:12:41,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 22:12:41,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 23:11:41,Padel Berlin Mitte,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 23:11:41,Smart Padel Berlin,2026-09-01,Court 1,10:00,11:30,32.0,True
2026-09-01 23:11:41,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-01 23:11:41,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 00:21:58,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 00:21:58,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 00:21:58,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 00:21:58,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 01:11:51,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 01:11:51,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 01:11:51,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 01:11:51,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 02:21:48,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 02:21:48,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 02:21:48,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 02:21:48,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 03:13:52,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 03:13:52,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 03:13:52,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 03:13:52,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 04:16:01,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 04:16:01,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 04:16:01,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 04:16:01,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 05:13:01,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 05:13:01,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 05:13:01,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 05:13:01,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 06:23:34,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 06:23:34,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 06:23:34,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 06:23:34,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 07:13:48,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 07:13:48,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 07:13:48,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 07:13:48,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 08:15:26,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 08:15:26,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 08:15:26,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 08:15:26,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 09:14:55,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 09:14:55,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 09:14:55,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 09:14:55,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 10:15:11,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 10:15:11,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 10:15:11,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 10:15:11,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 11:13:48,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 11:13:48,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 11:13:48,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 11:13:48,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 12:18:46,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 12:18:46,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 12:18:46,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 12:18:46,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 13:14:34,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 13:14:34,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 13:14:34,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 13:14:34,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 14:14:19,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 14:14:19,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 14:14:19,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 14:14:19,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 15:18:51,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 15:18:51,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 15:18:51,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 15:18:51,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 16:14:34,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 16:14:34,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 16:14:34,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 16:14:34,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 17:13:25,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 17:13:25,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 17:13:25,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 17:13:25,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 18:17:35,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 18:17:35,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 18:17:35,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 18:17:35,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 19:12:31,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 19:12:31,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 19:12:31,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 19:12:31,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 20:14:16,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 20:14:16,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 20:14:16,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 20:14:16,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 21:13:10,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 21:13:10,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 21:13:10,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 21:13:10,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 22:13:44,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 22:13:44,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 22:13:44,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 22:13:44,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 23:12:15,Padel Berlin Mitte,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 23:12:15,Smart Padel Berlin,2026-09-02,Court 1,10:00,11:30,32.0,True
2026-09-02 23:12:15,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-02 23:12:15,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 00:23:07,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 00:23:07,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 00:23:07,Padel Berlin Mitte,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 00:23:07,Smart Padel Berlin,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 01:12:18,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 01:12:18,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 01:12:18,Padel Berlin Mitte,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 01:12:18,Smart Padel Berlin,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 02:17:48,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 02:17:48,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 02:17:48,Padel Berlin Mitte,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 02:17:48,Smart Padel Berlin,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 05:26:42,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 05:26:42,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 05:26:42,Padel Berlin Mitte,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 05:26:42,Smart Padel Berlin,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 06:19:42,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 06:19:42,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 06:19:42,Padel Berlin Mitte,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 06:19:42,Smart Padel Berlin,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 07:14:43,Padel Berlin Mitte,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 07:14:43,Smart Padel Berlin,2026-09-03,Court 1,10:00,11:30,32.0,True
2026-09-03 07:14:43,Padel Berlin Mitte,2026-09-04,Court 1,10:00,11:30,32.0,True
2026-09-03 07:14:43,Smart Padel Berlin,2026-09-04,Court 1,10:00,11:30,32.0,True
